Common_Name,Genus,Species,Scientific_Name,Count,Location,Date,Time
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Sarah P. Duke Gardens (please do not report the ducks),9/3/2024,9:12 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Leitner Drive/Holiday Inn Express Wetlands,2/9/2025,11:49 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,2,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,281      North Camino Lagos,12/30/2023,10:12 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,3,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Vermilion Flycatcher,Pyrocephalus,rubinus,Pyrocephalus rubinus,2,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Ash-throated Flycatcher,Myiarchus,cinerascens,Myiarchus cinerascens,6,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Ash-throated Flycatcher,Myiarchus,cinerascens,Myiarchus cinerascens,1,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Great Crested Flycatcher,Myiarchus,crinitus,Myiarchus crinitus,2,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Great Crested Flycatcher,Myiarchus,crinitus,Myiarchus crinitus,2,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Great Crested Flycatcher,Myiarchus,crinitus,Myiarchus crinitus,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Great Crested Flycatcher,Myiarchus,crinitus,Myiarchus crinitus,1,Sandy Creek Park,6/1/2024,8:08 AM
Great Crested Flycatcher,Myiarchus,crinitus,Myiarchus crinitus,1,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
Great Crested Flycatcher,Myiarchus,crinitus,Myiarchus crinitus,2,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Brown-crested Flycatcher,Myiarchus,tyrannulus,Myiarchus tyrannulus,3,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Brown-crested Flycatcher,Myiarchus,tyrannulus,Myiarchus tyrannulus,3,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Brown-crested Flycatcher,Myiarchus,tyrannulus,Myiarchus tyrannulus,10,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Great Kiskadee,Pitangus,sulphuratus,Pitangus sulphuratus,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Great Kiskadee,Pitangus,sulphuratus,Pitangus sulphuratus,15,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Great Kiskadee,Pitangus,sulphuratus,Pitangus sulphuratus,1,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Tropical Kingbird,Tyrannus,melancholicus,Tyrannus melancholicus,4,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Couch's Kingbird,Tyrannus,couchii,Tyrannus couchii,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Couch's Kingbird,Tyrannus,couchii,Tyrannus couchii,3,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Couch's Kingbird,Tyrannus,couchii,Tyrannus couchii,1,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Couch's Kingbird,Tyrannus,couchii,Tyrannus couchii,20,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Western Kingbird,Tyrannus,verticalis,Tyrannus verticalis,4,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Eastern Kingbird,Tyrannus,tyrannus,Tyrannus tyrannus,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Eastern Kingbird,Tyrannus,tyrannus,Tyrannus tyrannus,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Eastern Kingbird,Tyrannus,tyrannus,Tyrannus tyrannus,3,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Eastern Kingbird,Tyrannus,tyrannus,Tyrannus tyrannus,1,Sandy Creek Park,6/1/2024,8:08 AM
Eastern Kingbird,Tyrannus,tyrannus,Tyrannus tyrannus,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Scissor-tailed Flycatcher,Tyrannus,forficatus,Tyrannus forficatus,2,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Scissor-tailed Flycatcher,Tyrannus,forficatus,Tyrannus forficatus,8,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Scissor-tailed Flycatcher,Tyrannus,forficatus,Tyrannus forficatus,5,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
White-eyed Vireo,Vireo,griseus,Vireo griseus,1,Duke University--Reclamation Pond,4/6/2024,9:19 AM
White-eyed Vireo,Vireo,griseus,Vireo griseus,4,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
White-eyed Vireo,Vireo,griseus,Vireo griseus,X,French,4/6/2024,
White-eyed Vireo,Vireo,griseus,Vireo griseus,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
White-eyed Vireo,Vireo,griseus,Vireo griseus,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Blue-headed Vireo,Vireo,solitarius,Vireo solitarius,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Blue-headed Vireo,Vireo,solitarius,Vireo solitarius,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Red-eyed Vireo,Vireo,olivaceus,Vireo olivaceus,1,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Red-eyed Vireo,Vireo,olivaceus,Vireo olivaceus,1,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Red-eyed Vireo,Vireo,olivaceus,Vireo olivaceus,1,Sarah P. Duke Gardens (please do not report the ducks),9/3/2024,9:12 AM
Red-eyed Vireo,Vireo,olivaceus,Vireo olivaceus,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Brown Jay,Cyanocorax,morio,Cyanocorax morio,3,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Green Jay,Cyanocorax,yncas,Cyanocorax yncas,4,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Green Jay,Cyanocorax,yncas,Cyanocorax yncas,18,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Green Jay,Cyanocorax,yncas,Cyanocorax yncas,1,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,X,Dallas,7/16/2023,
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",4/24/2024,7:52 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Duke University--East Campus,3/2/2024,4:42 PM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,2,Duke University--Reclamation Pond,9/26/2023,9:35 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,4,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,3,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,4,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,2,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,3,Durham,11/5/2023,7:02 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,2,Durham,11/5/2023,8:22 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,6,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,7,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Sandy Creek Park,6/1/2024,8:08 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,3,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,2,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,2,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Leitner Drive/Holiday Inn Express Wetlands,2/9/2025,11:49 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,3,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,3,Lake Maria Sanchez,1/17/2025,7:46 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Blue Jay,Cyanocitta,cristata,Cyanocitta cristata,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,X,Dallas,7/23/2023,
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,5,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,7,Beaver Marsh Preserve,11/24/2023,7:50 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,3,Duke,5/11/2024,2:27 PM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,1,Duke University--Reclamation Pond,9/26/2023,9:35 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,3,Duke University--Reclamation Pond,2/19/2024,10:41 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,1,Duke University--Reclamation Pond,2/20/2024,9:12 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,4,Durham,11/5/2023,7:02 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,8,Durham,11/5/2023,8:22 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,2,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,4,Morris Green Park,1/7/2024,1:27 PM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,2,Sandy Creek Park,6/1/2024,8:08 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,1,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,1,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,1,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,2,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,3,Brumley Nature Preserve--North,10/21/2023,8:09 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,3,Lake Maria Sanchez,1/17/2025,7:46 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,2,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,7,England Parkway Pond,12/22/2024,2:21 PM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,3,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
American Crow,Corvus,brachyrhynchos,Corvus brachyrhynchos,5,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Fish Crow,Corvus,ossifragus,Corvus ossifragus,1,Fort Macon SP--Beach,4/13/2025,11:22 AM
Fish Crow,Corvus,ossifragus,Corvus ossifragus,X,Duke,9/3/2023,
Fish Crow,Corvus,ossifragus,Corvus ossifragus,15,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Fish Crow,Corvus,ossifragus,Corvus ossifragus,4,Duke University--Reclamation Pond,4/6/2024,9:19 AM
Fish Crow,Corvus,ossifragus,Corvus ossifragus,2,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Fish Crow,Corvus,ossifragus,Corvus ossifragus,1,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Fish Crow,Corvus,ossifragus,Corvus ossifragus,5,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
American/Fish Crow,Corvus,brachyrhynchos/ossifragus,Corvus brachyrhynchos/ossifragus,2,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Chihuahuan Raven,Corvus,cryptoleucus,Corvus cryptoleucus,17,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Pied Crow,Corvus,albus,Corvus albus,2,"Conakry, GN",7/2/2023,3:00 PM
Pied Crow,Corvus,albus,Corvus albus,1,"Conakry, GN",7/3/2023,6:30 PM
Pied Crow,Corvus,albus,Corvus albus,X,Macenta,6/22/2023,
Pied Crow,Corvus,albus,Corvus albus,6,Macenta,6/29/2023,7:49 AM
Pied Crow,Corvus,albus,Corvus albus,3,Macenta,6/29/2023,10:27 AM
Pied Crow,Corvus,albus,Corvus albus,3,"N1, Sandenia, Région de Faranah, GN",7/1/2023,8:00 AM
Pied Crow,Corvus,albus,Corvus albus,3,Passima,6/26/2023,5:00 PM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,X,Dallas,7/16/2023,
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,3,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,2,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,5,Beaver Marsh Preserve,11/24/2023,7:50 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,1,Duke University--Chapel Woods,3/2/2024,2:59 PM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,3,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,2,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,1,Duke University--Reclamation Pond,1/22/2024,2:40 PM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,4,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,2,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,2,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,5,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,3,Sandy Creek Park,6/1/2024,8:08 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,5,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,3,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,2,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,5,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,1,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,4,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,7,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,2,Lake Maria Sanchez,1/17/2025,7:46 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,3,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Carolina Chickadee,Poecile,carolinensis,Poecile carolinensis,3,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Carolina/Black-capped Chickadee,Poecile,carolinensis/atricapillus,Poecile carolinensis/atricapillus,5,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
Carolina/Black-capped Chickadee,Poecile,carolinensis/atricapillus,Poecile carolinensis/atricapillus,2,Confluence Point SP,12/27/2024,12:16 PM
Carolina/Black-capped Chickadee,Poecile,carolinensis/atricapillus,Poecile carolinensis/atricapillus,5,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Beaver Marsh Preserve,11/24/2023,7:50 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Duke University--Chapel Woods,3/2/2024,2:59 PM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Duke University--East Campus,3/2/2024,4:42 PM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,4,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Duke University--Reclamation Pond,1/22/2024,2:40 PM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Duke University--Reclamation Pond,4/6/2024,9:19 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,5,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,4,Sandy Creek Park,6/1/2024,8:08 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,3,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,3,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Sarah P. Duke Gardens (please do not report the ducks),9/3/2024,9:12 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,3,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,6,Confluence Point SP,12/27/2024,12:16 PM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,2,Lake Maria Sanchez,1/17/2025,7:46 AM
Tufted Titmouse,Baeolophus,bicolor,Baeolophus bicolor,1,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Black-crested Titmouse,Baeolophus,atricristatus,Baeolophus atricristatus,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Black-crested Titmouse,Baeolophus,atricristatus,Baeolophus atricristatus,1,Estero Llano Grande SP--Tropical Zone only,4/27/2025,12:52 PM
Black-crested Titmouse,Baeolophus,atricristatus,Baeolophus atricristatus,10,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Verdin,Auriparus,flaviceps,Auriparus flaviceps,1,Falcon State Park--Butterfly Garden (Starr Co.),4/26/2025,4:39 PM
Verdin,Auriparus,flaviceps,Auriparus flaviceps,6,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Olive-green Camaroptera,Camaroptera,chloronota,Camaroptera chloronota,1,Macenta,6/29/2023,10:27 AM
Fanti Sawwing,Psalidoprocne,obscura,Psalidoprocne obscura,1,Macenta,6/29/2023,10:27 AM
Fanti Sawwing,Psalidoprocne,obscura,Psalidoprocne obscura,2,Macenta,6/30/2023,10:53 AM
Bank Swallow,Riparia,riparia,Riparia riparia,1,Falcon State Park--Butterfly Garden (Starr Co.),4/26/2025,4:39 PM
Bank Swallow,Riparia,riparia,Riparia riparia,40,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Purple Martin,Progne,subis,Progne subis,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Purple Martin,Progne,subis,Progne subis,5,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Northern Rough-winged Swallow,Stelgidopteryx,serripennis,Stelgidopteryx serripennis,3,Fort Macon SP--Beach,4/13/2025,11:22 AM
Northern Rough-winged Swallow,Stelgidopteryx,serripennis,Stelgidopteryx serripennis,1,Duke University--Reclamation Pond,10/24/2023,10:09 AM
Northern Rough-winged Swallow,Stelgidopteryx,serripennis,Stelgidopteryx serripennis,7,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Northern Rough-winged Swallow,Stelgidopteryx,serripennis,Stelgidopteryx serripennis,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Northern Rough-winged Swallow,Stelgidopteryx,serripennis,Stelgidopteryx serripennis,9,Sandy Creek Park,6/1/2024,8:08 AM
Barn Swallow,Hirundo,rustica,Hirundo rustica,5,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Barn Swallow,Hirundo,rustica,Hirundo rustica,5,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Barn Swallow,Hirundo,rustica,Hirundo rustica,2,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Barn Swallow,Hirundo,rustica,Hirundo rustica,6,Fort Macon SP--Beach,4/13/2025,11:22 AM
Barn Swallow,Hirundo,rustica,Hirundo rustica,4,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
European/African Red-rumped Swallow,Cecropis,rufula/melanocrissus,Cecropis rufula/melanocrissus,1,Macenta,6/30/2023,10:53 AM
Cliff Swallow,Petrochelidon,pyrrhonota,Petrochelidon pyrrhonota,20,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Cave Swallow,Petrochelidon,fulva,Petrochelidon fulva,3,Falcon State Park--Butterfly Garden (Starr Co.),4/26/2025,4:39 PM
Cave Swallow,Petrochelidon,fulva,Petrochelidon fulva,4,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,3,"Conakry, GN",7/2/2023,3:00 PM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,7,"Conakry, GN",7/2/2023,7:02 PM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,8,"Conakry, GN",7/3/2023,10:56 AM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,7,"Conakry, GN",7/3/2023,6:30 PM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,4,"Conakry, GN",7/4/2023,11:25 AM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,5,Macenta,6/19/2023,5:00 PM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,4,Macenta,6/29/2023,7:49 AM
Common Bulbul,Pycnonotus,barbatus,Pycnonotus barbatus,4,Macenta,6/29/2023,10:27 AM
Brown Babbler,Turdoides,plebejus,Turdoides plebejus,8,"Conakry, GN",7/2/2023,3:00 PM
Blackcap Babbler,Turdoides,reinwardtii,Turdoides reinwardtii,X,Macenta,6/19/2023,
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,2,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,2,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,3,Beaver Marsh Preserve,11/24/2023,7:50 AM
